"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
0;-0,0078;0,109697;0;-60;-60
2e-05;-0,00796;0,12101;4,99351;-60;-60
4e-05;-0,00784;0,121616;9,98702;-60;-60
6e-05;-0,00788;0,12404;14,9805;-60;-60
8e-05;-0,00792;0,127677;19,974;-60;-60
0,0001;-0,008;0,137172;24,9675;-60;-60
0,00012;-0,00804;0,140404;29,9611;-60;-60
0,00014;-0,00808;0,141414;34,9546;-60;-60
0,00016;-0,00808;0,141414;39,9481;-60;-60
0,00018;-0,00808;0,142424;44,9416;-39,7754;-13,2082
0,0002;-0,01372;0,241212;49,9351;-31,9988;-5,44281
0,00022;-0,01524;0,276768;54,9286;-39,0499;-12,499
0,00024;-0,01564;0,281818;59,9221;-60;-60
0,00026;-0,01584;0,28303;64,9156;-60;-60
0,00028;-0,01584;0,284444;69,9091;-60;-60
0,0003;-0,01596;0,291111;74,9026;-60;-60
0,00032;-0,016;0,301212;79,8961;-60;-60
0,00034;-0,016;0,30303;84,8896;-60;-60
0,00036;-0,01616;0,303232;89,8832;-60;-60
0,00038;-0,01612;0,305051;94,8767;-60;-60
0,0004;-0,01616;0,311717;99,8702;-60;-60
0,00042;-0,01644;0,32101;104,864;-60;-60
0,00044;-0,017;0,323434;109,857;-60;-60
0,00046;-0,01768;0,328889;114,851;-60;-60
0,00048;-0,01836;0,337778;119,844;-60;-60
0,0005;-0,01888;0,341818;124,838;-60;-60
0,00052;-0,01968;0,343838;129,831;-60;-60
0,00054;-0,01988;0,347879;134,825;-60;-60
0,00056;-0,02;0,358182;139,818;-60;-60
0,00058;-0,02;0,36303;144,812;-47,6417;-33,5598
0,0006;-0,02;0,36404;149,805;-39,1353;-25,0208
0,00062;-0,0202;0,372323;154,799;-45,4897;-31,4187
0,00064;-0,02076;0,377576;159,792;-60;-60
0,00066;-0,02144;0,38303;164,786;-60;-60
0,00068;-0,02252;0,38404;169,779;-60;-60
0,0007;-0,02296;0,388081;174,773;-60;-60
0,00072;-0,0234;0,395758;179,766;-60;-60
0,00074;-0,02368;0,399394;184,76;-60;-60
0,00076;-0,024;0,404444;189,753;-60;-60
0,00078;-0,02416;0,406263;194,747;-60;-60
0,0008;-0,0244;0,412727;199,74;-60;-60
0,00082;-0,02516;0,42202;204,734;-60;-60
0,00084;-0,02616;0,424242;209,727;-60;-60
0,00086;-0,02676;0,427273;214,721;-60;-60
0,00088;-0,02748;0,434141;219,714;-60;-60
0,0009;-0,02768;0,441818;224,708;-60;-60
0,00092;-0,02804;0,444646;229,701;-60;-60
0,00094;-0,02812;0,445859;234,695;-60;-60
0,00096;-0,02868;0,450707;239,688;-60;-60
0,00098;-0,02948;0,461212;244,682;-60;-46,1305
0,001;-0,03044;0,464444;249,675;-51,9333;-36,9821
0,00102;-0,03108;0,464646;254,669;-57,6084;-42,6564
0,00104;-0,03156;0,467273;259,662;-60;-60
0,00106;-0,03188;0,479394;264,656;-60;-60
0,00108;-0,032;0,483838;269,649;-60;-60
0,0011;-0,032;0,485859;274,643;-60;-60
0,00112;-0,032;0,492727;279,636;-60;-60
0,00114;-0,03208;0,500808;284,63;-60;-60
0,00116;-0,0324;0,503232;289,623;-60;-60
0,00118;-0,03348;0,505051;294,617;-60;-60
0,0012;-0,0344;0,510303;299,611;-60;-60
0,00122;-0,0352;0,515152;304,604;-60;-60
0,00124;-0,03572;0,52101;309,598;-60;-60
0,00126;-0,03584;0,525253;314,591;-60;-60
0,00128;-0,03596;0,525253;319,585;-60;-60
0,0013;-0,03608;0,527071;324,578;-60;-60
0,00132;-0,0362;0,532929;329,572;-60;-60
0,00134;-0,03668;0,540202;334,565;-60;-60
0,00136;-0,03684;0,545253;339,559;-60;-60
0,00138;-0,03832;0,545657;344,552;-60;-59,7747
0,0014;-0,03888;0,547071;349,546;-60;-49,5769
0,00142;-0,0394;0,549495;354,539;-60;-54,1722
0,00144;-0,03972;0,554343;359,533;-60;-60
0,00146;-0,04004;0,555556;364,526;-60;-60
0,00148;-0,04016;0,564242;369,52;-60;-60
0,0015;-0,04024;0,565859;374,513;-60;-60
0,00152;-0,04088;0,570505;379,507;-60;-60
0,00154;-0,0412;0,574747;384,5;-60;-60
0,00156;-0,04232;0,58101;389,494;-60;-60
0,00158;-0,04312;0,582222;394,487;-60;-60
0,0016;-0,04336;0,587677;399,481;-60;-60
0,00162;-0,04352;0,590101;404,474;-60;-60
0,00164;-0,04388;0,59899;409,468;-60;-60
0,00166;-0,0438;0,604646;414,461;-60;-60
0,00168;-0,04388;0,606869;419,455;-60;-60
0,0017;-0,04412;0,607475;424,448;-60;-60
0,00172;-0,04444;0,612121;429,442;-60;-60
0,00174;-0,04468;0,618384;434,435;-60;-60
0,00176;-0,04476;0,622828;439,429;-60;-60
0,00178;-0,0454;0,624848;444,422;-60;-58,1391
0,0018;-0,04576;0,625859;449,416;-60;-47,8896
0,00182;-0,04628;0,626667;454,409;-60;-51,8389
0,00184;-0,04612;0,630303;459,403;-60;-60
0,00186;-0,04684;0,637374;464,396;-60;-60
0,00188;-0,04676;0,643636;469,39;-60;-60
0,0019;-0,0472;0,646263;474,383;-60;-60
0,00192;-0,04764;0,647677;479,377;-60;-60
0,00194;-0,04768;0,653535;484,37;-60;-60
0,00196;-0,04788;0,657172;489,364;-60;-60
0,00198;-0,04792;0,66202;494,357;-60;-60
0,002;-0,04792;0,665253;499,351;-60;-60
0,00202;-0,048;0,667475;504,344;-60;-60
0,00204;-0,048;0,669091;509,338;-60;-60
0,00206;-0,04796;0,675758;514,331;-60;-60
0,00208;-0,04796;0,676566;519,325;-60;-60
0,0021;-0,048;0,67899;524,318;-60;-60
0,00212;-0,048;0,685455;529,312;-60;-60
0,00214;-0,048;0,688889;534,305;-60;-60
0,00216;-0,04804;0,693131;539,299;-60;-60
0,00218;-0,048;0,695152;544,292;-60;-60
0,0022;-0,04796;0,701818;549,286;-60;-50,8138
0,00222;-0,048;0,706263;554,279;-60;-54,5153
0,00224;-0,04796;0,705253;559,273;-60;-60
0,00226;-0,048;0,705657;564,266;-60;-60
0,00228;-0,04796;0,707677;569,26;-60;-60
0,0023;-0,048;0,710909;574,253;-60;-60
0,00232;-0,048;0,71798;579,247;-60;-60
0,00234;-0,048;0,718384;584,24;-60;-60
0,00236;-0,048;0,726869;589,234;-60;-60
0,00238;-0,048;0,728889;594,228;-60;-60
0,0024;-0,048;0,732929;599,221;-60;-60
0,00242;-0,048;0,738788;604,215;-60;-60
0,00244;-0,04788;0,745859;609,208;-60;-60
0,00246;-0,04792;0,745859;614,202;-60;-60
0,00248;-0,04796;0,748687;619,195;-60;-60
0,0025;-0,048;0,750707;624,189;-60;-60
0,00252;-0,04804;0,753939;629,182;-60;-60
0,00254;-0,04792;0,758182;634,176;-60;-60
0,00256;-0,0478;0,761616;639,169;-60;-60
0,00258;-0,04788;0,765253;644,163;-60;-60
0,0026;-0,04784;0,767475;649,156;-60;-60
0,00262;-0,04796;0,767879;654,15;-60;-60
0,00264;-0,04768;0,770909;659,143;-60;-60
0,00266;-0,04752;0,773737;664,137;-60;-60
0,00268;-0,04756;0,779596;669,13;-60;-60
0,0027;-0,04748;0,782828;674,124;-60;-60
0,00272;-0,04744;0,784242;679,117;-60;-60
0,00274;-0,04724;0,787475;684,111;-60;-60
0,00276;-0,04688;0,787879;689,104;-60;-60
0,00278;-0,04616;0,788081;694,098;-60;-60
0,0028;-0,04576;0,791515;699,091;-60;-60
0,00282;-0,04608;0,792323;704,085;-60;-60
0,00284;-0,04552;0,796162;709,078;-60;-60
0,00286;-0,0452;0,798384;714,072;-60;-60
0,00288;-0,04484;0,800808;719,065;-60;-60
0,0029;-0,04464;0,804646;724,059;-60;-60
0,00292;-0,04444;0,806869;729,052;-60;-60
0,00294;-0,04432;0,807879;734,046;-60;-60
0,00296;-0,044;0,808889;739,039;-60;-60
0,00298;-0,04408;0,808889;744,033;-60;-60
0,003;-0,044;0,81596;749,026;-60;-60
0,00302;-0,04396;0,81697;754,02;-60;-60
0,00304;-0,04404;0,815354;759,013;-60;-60
0,00306;-0,044;0,816364;764,007;-60;-60
0,00308;-0,04372;0,821414;769;-60;-60
0,0031;-0,04328;0,822626;773,994;-60;-60
0,00312;-0,04332;0,824848;778,987;-60;-60
0,00314;-0,04284;0,826465;783,981;-60;-60
0,00316;-0,04256;0,826667;788,974;-60;-60
0,00318;-0,04172;0,826869;793,968;-60;-60
0,0032;-0,04132;0,826869;798,961;-60;-60
0,00322;-0,0408;0,826667;803,955;-60;-60
0,00324;-0,04036;0,826263;808,948;-60;-60
0,00326;-0,04012;0,827475;813,942;-60;-60
0,00328;-0,03996;0,828283;818,935;-60;-60
0,0033;-0,03984;0,827677;823,929;-60;-60
0,00332;-0,03936;0,827879;828,922;-60;-60
0,00334;-0,0392;0,828485;833,916;-60;-60
0,00336;-0,03852;0,828485;838,909;-60;-60
0,00338;-0,03808;0,828485;843,903;-60;-60
0,0034;-0,03724;0,828889;848,896;-60;-60
0,00342;-0,03672;0,828687;853,89;-60;-60
0,00344;-0,03632;0,829495;858,883;-60;-60
0,00346;-0,03608;0,829495;863,877;-60;-60
0,00348;-0,03604;0,829495;868,87;-60;-60
0,0035;-0,03592;0,830303;873,864;-60;-60
0,00352;-0,03576;0,831515;878,857;-60;-60
0,00354;-0,03564;0,830505;883,851;-60;-60
0,00356;-0,03476;0,831919;888,845;-60;-60
0,00358;-0,03468;0,833333;893,838;-60;-60
0,0036;-0,03344;0,833737;898,832;-60;-60
0,00362;-0,03284;0,833333;903,825;-60;-60
0,00364;-0,03236;0,835556;908,819;-60;-60
0,00366;-0,032;0,834949;913,812;-60;-60
0,00368;-0,03196;0,835556;918,806;-60;-60
0,0037;-0,032;0,833535;923,799;-60;-60
0,00372;-0,03188;0,835556;928,793;-60;-60
0,00374;-0,03144;0,836566;933,786;-60;-60
0,00376;-0,03084;0,836768;938,78;-60;-60
0,00378;-0,0302;0,837374;943,773;-60;-60
0,0038;-0,02896;0,837374;948,767;-60;-60
0,00382;-0,02872;0,837778;953,76;-60;-60
0,00384;-0,02808;0,837374;958,754;-60;-60
0,00386;-0,02812;0,839192;963,747;-60;-60
0,00388;-0,0278;0,84;968,741;-60;-60
0,0039;-0,02756;0,839192;973,734;-60;-60
0,00392;-0,027;0,839192;978,728;-60;-60
0,00394;-0,0258;0,839596;983,721;-60;-60
0,00396;-0,02488;0,840606;988,715;-60;-60
0,00398;-0,02432;0,840202;993,708;-60;-60
0,004;-0,02424;0,839798;998,702;-60;-60
0,00402;-0,02404;0,840202;1.003,7;-60;-60
0,00404;-0,02384;0,839596;1.008,69;-60;-60
0,00406;-0,02296;0,838788;1.013,68;-60;-60
0,00408;-0,0222;0,837778;1.018,68;-60;-60
0,0041;-0,02124;0,838788;1.023,67;-60;-60
0,00412;-0,02068;0,838384;1.028,66;-60;-60
0,00414;-0,02028;0,837172;1.033,66;-60;-60
0,00416;-0,02004;0,83697;1.038,65;-60;-60
0,00418;-0,02;0,835758;1.043,64;-60;-60
0,0042;-0,01956;0,838384;1.048,64;-60;-60
0,00422;-0,01944;0,83697;1.053,63;-60;-60
0,00424;-0,01904;0,839394;1.058,62;-60;-60
0,00426;-0,0176;0,837576;1.063,62;-60;-60
0,00428;-0,0172;0,835758;1.068,61;-60;-60
0,0043;-0,01664;0,836364;1.073,6;-60;-60
0,00432;-0,01612;0,833939;1.078,6;-60;-60
0,00434;-0,01608;0,833333;1.083,59;-60;-60
0,00436;-0,016;0,834747;1.088,58;-60;-60
0,00438;-0,01592;0,834747;1.093,58;-60;-60
0,0044;-0,01592;0,832929;1.098,57;-60;-60
0,00442;-0,01576;0,833939;1.103,57;-60;-60
0,00444;-0,01524;0,832525;1.108,56;-60;-60
0,00446;-0,01464;0,833131;1.113,55;-60;-60
0,00448;-0,01428;0,832323;1.118,55;-60;-60
0,0045;-0,0134;0,830303;1.123,54;-60;-60
0,00452;-0,01256;0,831313;1.128,53;-60;-60
0,00454;-0,01216;0,830707;1.133,53;-60;-60
0,00456;-0,01208;0,829899;1.138,52;-60;-60
0,00458;-0,0118;0,827677;1.143,51;-60;-60
0,0046;-0,01124;0,825253;1.148,51;-60;-60
0,00462;-0,01128;0,825051;1.153,5;-60;-60
0,00464;-0,01032;0,82404;1.158,49;-60;-60
0,00466;-0,00948;0,823838;1.163,49;-60;-60
0,00468;-0,00876;0,822222;1.168,48;-60;-60
0,0047;-0,0082;0,819192;1.173,47;-60;-60
0,00472;-0,00804;0,818384;1.178,47;-60;-60
0,00474;-0,00792;0,815556;1.183,46;-60;-60
0,00476;-0,00768;0,813333;1.188,46;-60;-60
0,00478;-0,00736;0,811919;1.193,45;-60;-60
0,0048;-0,00664;0,810505;1.198,44;-60;-60
0,00482;-0,00544;0,809899;1.203,44;-60;-60
0,00484;-0,0052;0,805051;1.208,43;-60;-60
0,00486;-0,00464;0,800202;1.213,42;-60;-60
0,00488;-0,00408;0,798586;1.218,42;-60;-60
0,0049;-0,004;0,797374;1.223,41;-60;-60
0,00492;-0,00396;0,79798;1.228,4;-60;-60
0,00494;-0,00388;0,792727;1.233,4;-60;-60
0,00496;-0,00372;0,786263;1.238,39;-60;-60
0,00498;-0,00324;0,782828;1.243,38;-60;-60
0,005;-0,00224;0,78202;1.248,38;-60;-60
0,00502;-0,00132;0,781212;1.253,37;-60;-60
0,00504;-0,00064;0,775556;1.258,36;-60;-60
0,00506;-0,00024;0,772727;1.263,36;-60;-60
0,00508;-8e-05;0,772929;1.268,35;-60;-60
0,0051;0;0,770707;1.273,34;-60;-60
0,00512;0;0,763232;1.278,34;-60;-60
0,00514;0;0,758788;1.283,33;-60;-60
0,00516;4e-05;0,759394;1.288,33;-60;-60
0,00518;0,00044;0,755758;1.293,32;-60;-60
0,0052;0,00056;0,749697;1.298,31;-60;-60
0,00522;0,00152;0,748889;1.303,31;-60;-60
0,00524;0,0016;0,746667;1.308,3;-60;-60
0,00526;0,00272;0,737172;1.313,29;-60;-60
0,00528;0,0034;0,735758;1.318,29;-60;-60
0,0053;0,00368;0,734747;1.323,28;-60;-60
0,00532;0,00372;0,724242;1.328,27;-60;-60
0,00534;0,00388;0,720404;1.333,27;-60;-60
0,00536;0,00396;0,716768;1.338,26;-60;-60
0,00538;0,00404;0,708283;1.343,25;-60;-60
0,0054;0,00424;0,707273;1.348,25;-60;-60
0,00542;0,00436;0,706667;1.353,24;-60;-60
0,00544;0,00456;0,703434;1.358,23;-60;-60
0,00546;0,00524;0,694747;1.363,23;-60;-60
0,00548;0,00536;0,688889;1.368,22;-60;-60
0,0055;0,00608;0,686667;1.373,21;-60;-60
0,00552;0,00632;0,682626;1.378,21;-60;-60
0,00554;0,00692;0,676768;1.383,2;-60;-60
0,00556;0,00708;0,667475;1.388,2;-60;-60
0,00558;0,00716;0,666869;1.393,19;-60;-60
0,0056;0,0076;0,663232;1.398,18;-60;-60
0,00562;0,00784;0,660202;1.403,18;-60;-60
0,00564;0,00784;0,651717;1.408,17;-60;-60
0,00566;0,00804;0,646667;1.413,16;-60;-60
0,00568;0,0078;0,640808;1.418,16;-60;-60
0,0057;0,0082;0,633737;1.423,15;-60;-60
0,00572;0,0084;0,626869;1.428,14;-60;-60
0,00574;0,00848;0,626263;1.433,14;-60;-60
0,00576;0,00868;0,625657;1.438,13;-60;-60
0,00578;0,0088;0,622626;1.443,12;-60;-60
0,0058;0,00856;0,611515;1.448,12;-60;-60
0,00582;0,0092;0,606869;1.453,11;-60;-60
0,00584;0,00904;0,605657;1.458,1;-60;-60
0,00586;0,00908;0,60202;1.463,1;-60;-60
0,00588;0,00932;0,600202;1.468,09;-60;-60
0,0059;0,00972;0,590505;1.473,08;-60;-60
0,00592;0,0102;0,586263;1.478,08;-60;-60
0,00594;0,01044;0,583434;1.483,07;-60;-60
0,00596;0,0108;0,578788;1.488,07;-60;-60
0,00598;0,01068;0,572929;1.493,06;-60;-60
0,006;0,01064;0,567879;1.498,05;-60;-60
0,00602;0,01124;0,565657;1.503,05;-60;-60
0,00604;0,01072;0,563434;1.508,04;-60;-60
0,00606;0,011;0,556768;1.513,03;-60;-60
0,00608;0,01116;0,550505;1.518,03;-60;-60
0,0061;0,01112;0,546465;1.523,02;-60;-60
0,00612;0,01128;0,544848;1.528,01;-60;-60
0,00614;0,01148;0,543232;1.533,01;-60;-60
0,00616;0,01136;0,537576;1.538;-60;-60
0,00618;0,01168;0,531111;1.542,99;-60;-60
0,0062;0,01148;0,526061;1.547,99;-60;-60
0,00622;0,0114;0,524646;1.552,98;-60;-60
0,00624;0,01172;0,524444;1.557,97;-60;-60
0,00626;0,0118;0,520404;1.562,97;-60;-60
0,00628;0,01172;0,518586;1.567,96;-60;-60
0,0063;0,0118;0,510909;1.572,96;-60;-60
0,00632;0,01164;0,505859;1.577,95;-60;-60
0,00634;0,0118;0,505051;1.582,94;-60;-60
0,00636;0,01188;0,501414;1.587,94;-60;-60
0,00638;0,0118;0,496364;1.592,93;-60;-60
0,0064;0,01184;0,488081;1.597,92;-60;-60
0,00642;0,01188;0,484848;1.602,92;-60;-60
0,00644;0,01196;0,48202;1.607,91;-60;-60
0,00646;0,01196;0,474949;1.612,9;-60;-60
0,00648;0,012;0,467475;1.617,9;-60;-60
0,0065;0,012;0,464646;1.622,89;-60;-60
0,00652;0,01192;0,462828;1.627,88;-60;-60
0,00654;0,01196;0,458182;1.632,88;-60;-60
0,00656;0,01204;0,450303;1.637,87;-60;-60
0,00658;0,012;0,445657;1.642,86;-60;-60
0,0066;0,01196;0,443434;1.647,86;-60;-60
0,00662;0,012;0,436364;1.652,85;-60;-60
0,00664;0,01204;0,428687;1.657,84;-60;-60
0,00666;0,01204;0,424646;1.662,84;-60;-60
0,00668;0,01208;0,423232;1.667,83;-60;-60
0,0067;0,01204;0,416364;1.672,83;-60;-60
0,00672;0,01204;0,406667;1.677,82;-60;-60
0,00674;0,01212;0,403838;1.682,81;-60;-60
0,00676;0,01224;0,397778;1.687,81;-60;-60
0,00678;0,01216;0,387475;1.692,8;-60;-60
0,0068;0,01268;0,384242;1.697,79;-60;-60
0,00682;0,0126;0,383838;1.702,79;-60;-60
0,00684;0,01256;0,383636;1.707,78;-60;-60
0,00686;0,01252;0,374545;1.712,77;-60;-60
0,00688;0,01288;0,365455;1.717,77;-60;-60
0,0069;0,01268;0,363434;1.722,76;-60;-60
0,00692;0,01252;0,361414;1.727,75;-60;-60
0,00694;0,01296;0,351717;1.732,75;-60;-60
0,00696;0,01304;0,345253;1.737,74;-60;-60
0,00698;0,0132;0,343636;1.742,73;-60;-60
0,007;0,01352;0,342222;1.747,73;-60;-60
0,00702;0,01316;0,334141;1.752,72;-60;-60
0,00704;0,01348;0,326263;1.757,71;-60;-60
0,00706;0,0138;0,323232;1.762,71;-60;-60
0,00708;0,01344;0,320404;1.767,7;-60;-60
0,0071;0,01432;0,311111;1.772,7;-60;-60
0,00712;0,01436;0,304848;1.777,69;-60;-60
0,00714;0,01484;0,30303;1.782,68;-60;-60
0,00716;0,01476;0,302424;1.787,68;-60;-60
0,00718;0,0144;0,299596;1.792,67;-60;-60
0,0072;0,01464;0,293333;1.797,66;-60;-60
0,00722;0,01484;0,284848;1.802,66;-60;-60
0,00724;0,01528;0,283434;1.807,65;-60;-60
0,00726;0,01496;0,281616;1.812,64;-60;-60
0,00728;0,0152;0,27697;1.817,64;-60;-60
0,0073;0,01528;0,273333;1.822,63;-60;-60
0,00732;0,01524;0,265051;1.827,62;-60;-60
0,00734;0,01544;0,262222;1.832,62;-60;-60
0,00736;0,01544;0,259394;1.837,61;-60;-60
0,00738;0,01564;0,25798;1.842,6;-60;-60
0,0074;0,01556;0,246263;1.847,6;-60;-60
0,00742;0,01544;0,243232;1.852,59;-60;-60
0,00744;0,01536;0,24202;1.857,59;-60;-60
0,00746;0,01576;0,237576;1.862,58;-60;-60
0,00748;0,01576;0,229697;1.867,57;-60;-60
0,0075;0,0158;0,223636;1.872,57;-60;-60
0,00752;0,01568;0,222424;1.877,56;-60;-60
0,00754;0,01592;0,222222;1.882,55;-60;-60
0,00756;0,01588;0,218788;1.887,55;-60;-60
0,00758;0,0158;0,212323;1.892,54;-60;-60
0,0076;0,01576;0,20404;1.897,53;-60;-60
0,00762;0,01604;0,202222;1.902,53;-60;-60
0,00764;0,01584;0,201818;1.907,52;-60;-60
0,00766;0,01568;0,199192;1.912,51;-60;-60
0,00768;0,01592;0,194545;1.917,51;-60;-60
0,0077;0,01592;0,186667;1.922,5;-60;-60
0,00772;0,01584;0,181212;1.927,49;-60;-60
0,00774;0,01592;0,177576;1.932,49;-60;-60
0,00776;0,01588;0,170909;1.937,48;-60;-60
0,00778;0,01596;0,165051;1.942,47;-60;-60
0,0078;0,01596;0,16303;1.947,47;-60;-60
0,00782;0,01596;0,16;1.952,46;-60;-60
0,00784;0,01592;0,155556;1.957,46;-60;-60
0,00786;0,01592;0,148485;1.962,45;-60;-60
0,00788;0,01592;0,14404;1.967,44;-60;-60
0,0079;0,016;0,141414;1.972,44;-60;-60
0,00792;0,01592;0,141414;1.977,43;-60;-60
0,00794;0,016;0,14101;1.982,42;-60;-60
0,00796;0,01596;0,137576;1.987,42;-60;-60
0,00798;0,01596;0,130505;1.992,41;-60;-60
0,008;0,016;0,127071;1.997,4;-60;-60
0,00802;0,01596;0,126869;2.002,4;-60;-60
0,00804;0,016;0,122626;2.007,39;-60;-60
0,00806;0,01596;0,121616;2.012,38;-60;-60
0,00808;0,01596;0,118586;2.017,38;-60;-60
0,0081;0,01596;0,114343;2.022,37;-60;-60
0,00812;0,016;0,107273;2.027,36;-60;-60
0,00814;0,0158;0,10202;2.032,36;-60;-60
0,00816;0,01596;0,10101;2.037,35;-60;-60
0,00818;0,016;0,100808;2.042,34;-60;-60
0,0082;0,016;0,100404;2.047,34;-60;-60
0,00822;0,016;0,0975758;2.052,33;-60;-60
0,00824;0,016;0,0876768;2.057,33;-60;-60
0,00826;0,01596;0,0848485;2.062,32;-60;-60
0,00828;0,01604;0,0808081;2.067,31;-60;-60
0,0083;0,016;0,080404;2.072,31;-60;-60
0,00832;0,016;0,079798;2.077,3;-60;-60
0,00834;0,016;0,0755556;2.082,29;-60;-60
0,00836;0,016;0,069899;2.087,29;-60;-60
0,00838;0,016;0,0646465;2.092,28;-60;-60
0,0084;0,016;0,0622222;2.097,27;-60;-60
0,00842;0,016;0,0608081;2.102,27;-60;-60
0,00844;0,01592;0,0606061;2.107,26;-60;-60
0,00846;0,016;0,060202;2.112,25;-60;-60
0,00848;0,016;0,06;2.117,25;-60;-60
0,0085;0,016;0,060404;2.122,24;-60;-60
0,00852;0,01592;0,0555556;2.127,23;-60;-60
0,00854;0,01596;0,050101;2.132,23;-60;-60
0,00856;0,016;0,0458586;2.137,22;-60;-60
0,00858;0,01604;0,0422222;2.142,22;-60;-60
0,0086;0,016;0,0408081;2.147,21;-60;-60
0,00862;0,016;0,040202;2.152,2;-60;-60
0,00864;0,016;0,0373737;2.157,2;-60;-60
0,00866;0,01588;0,0331313;2.162,19;-60;-60
0,00868;0,01596;0,0327273;2.167,18;-60;-60
0,0087;0,01596;0,0313131;2.172,18;-60;-60
0,00872;0,01596;0,0244444;2.177,17;-60;-60
0,00874;0,016;0,0212121;2.182,16;-60;-60
0,00876;0,016;0,0234343;2.187,16;-60;-60
0,00878;0,01588;0,019596;2.192,15;-60;-60
0,0088;0,01596;0,0167677;2.197,14;-60;-60
0,00882;0,01596;0,0141414;2.202,14;-60;-60
0,00884;0,01596;0,0135354;2.207,13;-60;-60
0,00886;0,016;0,00909091;2.212,12;-60;-60
0,00888;0,01596;0,00707071;2.217,12;-60;-60
0,0089;0,01596;0,00464646;2.222,11;-60;-60
0,00892;0,01584;0,00383838;2.227,1;-60;-60
0,00894;0,01588;-0,0020202;2.232,1;-60;-60
0,00896;0,01588;-0,00444444;2.237,09;-60;-60
0,00898;0,016;-0,00585859;2.242,09;-60;-60
0,009;0,01596;-0,00828283;2.247,08;-60;-60
0,00902;0,016;-0,00989899;2.252,07;-60;-60
0,00904;0,01592;-0,0169697;2.257,07;-60;-60
0,00906;0,01592;-0,0191919;2.262,06;-60;-60
0,00908;0,0158;-0,020202;2.267,05;-60;-60
0,0091;0,016;-0,020202;2.272,05;-60;-60
0,00912;0,01596;-0,020202;2.277,04;-60;-60
0,00914;0,01584;-0,020202;2.282,03;-60;-60
0,00916;0,01588;-0,0228283;2.287,03;-60;-60
0,00918;0,01596;-0,0250505;2.292,02;-60;-60
0,0092;0,016;-0,0288889;2.297,01;-60;-60
0,00922;0,01588;-0,0347475;2.302,01;-60;-60
0,00924;0,01596;-0,0387879;2.307;-60;-60
0,00926;0,01596;-0,040202;2.311,99;-60;-60
0,00928;0,016;-0,04;2.316,99;-60;-60
0,0093;0,01592;-0,0406061;2.321,98;-60;-60
0,00932;0,01596;-0,0428283;2.326,97;-60;-60
0,00934;0,016;-0,0478788;2.331,97;-60;-60
0,00936;0,01596;-0,0527273;2.336,96;-60;-60
0,00938;0,01596;-0,0571717;2.341,96;-60;-60
0,0094;0,01592;-0,060202;2.346,95;-60;-60
0,00942;0,01592;-0,0606061;2.351,94;-60;-60
0,00944;0,016;-0,0606061;2.356,94;-60;-60
0,00946;0,016;-0,0640404;2.361,93;-60;-60
0,00948;0,016;-0,0684848;2.366,92;-60;-60
0,0095;0,016;-0,0739394;2.371,92;-60;-60
0,00952;0,016;-0,0779798;2.376,91;-60;-60
0,00954;0,01604;-0,0806061;2.381,9;-60;-60
0,00956;0,016;-0,0818182;2.386,9;-60;-60
0,00958;0,016;-0,0860606;2.391,89;-60;-60
0,0096;0,016;-0,0884848;2.396,88;-60;-60
0,00962;0,01604;-0,0959596;2.401,88;-60;-60
0,00964;0,01604;-0,100404;2.406,87;-60;-60
0,00966;0,01604;-0,10101;2.411,86;-60;-60
0,00968;0,01604;-0,101616;2.416,86;-60;-60
0,0097;0,0162;-0,103636;2.421,85;-60;-60
0,00972;0,01628;-0,109495;2.426,85;-60;-60
0,00974;0,0162;-0,115354;2.431,84;-60;-60
0,00976;0,01612;-0,120606;2.436,83;-60;-60
0,00978;0,01656;-0,121414;2.441,83;-60;-60
0,0098;0,01704;-0,121818;2.446,82;-60;-60
0,00982;0,01716;-0,126263;2.451,81;-60;-60
0,00984;0,01748;-0,133535;2.456,81;-60;-60
0,00986;0,01772;-0,14;2.461,8;-60;-60
0,00988;0,01816;-0,141414;2.466,79;-60;-60
0,0099;0,01856;-0,142828;2.471,79;-60;-60
0,00992;0,0188;-0,146263;2.476,78;-60;-60
0,00994;0,01936;-0,155354;2.481,77;-60;-60
0,00996;0,01948;-0,160808;2.486,77;-60;-60
0,00998;0,0196;-0,161616;2.491,76;-60;-60
0,01;0,0196;-0,166465;2.496,75;-60;-60
0,01002;0,01988;-0,173737;2.501,75;-60;-60
0,01004;0,01984;-0,180808;2.506,74;-60;-60
0,01006;0,02004;-0,18202;2.511,73;-60;-60
0,01008;0,02032;-0,182828;2.516,73;-60;-60
0,0101;0,0206;-0,188889;2.521,72;-60;-60
0,01012;0,02068;-0,19697;2.526,72;-60;-60
0,01014;0,02076;-0,201414;2.531,71;-60;-60
0,01016;0,0218;-0,20202;2.536,7;-60;-60
0,01018;0,02252;-0,204646;2.541,7;-60;-60
0,0102;0,02268;-0,212525;2.546,69;-60;-60
0,01022;0,02328;-0,220606;2.551,68;-60;-60
0,01024;0,02372;-0,222828;2.556,68;-60;-60
0,01026;0,02388;-0,225051;2.561,67;-60;-60
0,01028;0,02384;-0,233939;2.566,66;-60;-60
0,0103;0,02396;-0,240808;2.571,66;-60;-60
0,01032;0,02412;-0,246263;2.576,65;-60;-60
0,01034;0,02472;-0,252929;2.581,64;-60;-60
