"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
0,03362;0,03964;-0,782222;8.394,09;-60;-60
0,03364;0,0386;-0,778788;8.399,08;-60;-60
0,03366;0,03764;-0,779394;8.404,07;-60;-60
0,03368;0,0366;-0,781616;8.409,07;-60;-60
0,0337;0,03632;-0,781212;8.414,06;-60;-60
0,03372;0,03604;-0,781616;8.419,06;-60;-60
0,03374;0,03596;-0,782626;8.424,05;-60;-60
0,03376;0,0358;-0,781818;8.429,04;-60;-60
0,03378;0,03512;-0,783434;8.434,04;-60;-60
0,0338;0,03412;-0,783232;8.439,03;-60;-60
0,03382;0,03324;-0,784646;8.444,02;-60;-60
0,03384;0,0322;-0,78404;8.449,02;-60;-60
0,03386;0,03212;-0,78303;8.454,01;-60;-60
0,03388;0,03208;-0,781616;8.459;-60;-60
0,0339;0,032;-0,782828;8.464;-60;-60
0,03392;0,03196;-0,781818;8.468,99;-60;-60
0,03394;0,0318;-0,783434;8.473,98;-60;-60
0,03396;0,03152;-0,783232;8.478,98;-60;-60
0,03398;0,03056;-0,782626;8.483,97;-60;-60
0,034;0,0296;-0,783232;8.488,96;-60;-60
0,03402;0,0288;-0,786465;8.493,96;-60;-60
0,03404;0,0282;-0,785253;8.498,95;-60;-60
0,03406;0,028;-0,78202;8.503,94;-60;-60
0,03408;0,028;-0,782424;8.508,94;-60;-60
0,0341;0,0278;-0,782626;8.513,93;-60;-60
0,03412;0,02756;-0,781616;8.518,93;-60;-60
0,03414;0,02728;-0,781212;8.523,92;-60;-60
0,03416;0,02644;-0,781818;8.528,91;-60;-60
0,03418;0,0258;-0,780808;8.533,91;-60;-60
0,0342;0,02448;-0,782828;8.538,9;-60;-60
0,03422;0,0244;-0,78303;8.543,89;-60;-60
0,03424;0,02404;-0,78202;8.548,89;-60;-60
0,03426;0,02356;-0,78;8.553,88;-60;-60
0,03428;0,02324;-0,779798;8.558,87;-60;-60
0,0343;0,02276;-0,779596;8.563,87;-60;-60
0,03432;0,02164;-0,779394;8.568,86;-60;-60
0,03434;0,02092;-0,777778;8.573,85;-60;-60
0,03436;0,02024;-0,778384;8.578,85;-60;-60
0,03438;0,02016;-0,779192;8.583,84;-60;-60
0,0344;0,02;-0,776364;8.588,83;-60;-60
0,03442;0,01976;-0,775354;8.593,83;-60;-60
0,03444;0,01924;-0,774949;8.598,82;-60;-60
0,03446;0,01856;-0,776768;8.603,82;-60;-60
0,03448;0,01784;-0,774747;8.608,81;-60;-60
0,0345;0,01704;-0,774747;8.613,8;-60;-60
0,03452;0,0166;-0,774141;8.618,8;-60;-60
0,03454;0,0162;-0,771515;8.623,79;-60;-60
0,03456;0,01612;-0,771111;8.628,78;-60;-60
0,03458;0,016;-0,771717;8.633,78;-60;-60
0,0346;0,01596;-0,768485;8.638,77;-60;-60
0,03462;0,01584;-0,767273;8.643,76;-60;-60
0,03464;0,01588;-0,764444;8.648,76;-60;-60
0,03466;0,015;-0,76202;8.653,75;-60;-60
0,03468;0,01428;-0,765859;8.658,74;-60;-60
0,0347;0,01316;-0,761616;8.663,74;-60;-60
0,03472;0,01288;-0,763434;8.668,73;-60;-60
0,03474;0,01248;-0,76101;8.673,72;-60;-60
0,03476;0,01208;-0,757374;8.678,72;-60;-60
0,03478;0,01204;-0,753939;8.683,71;-60;-60
0,0348;0,012;-0,751515;8.688,7;-60;-60
0,03482;0,01196;-0,751717;8.693,7;-60;-60
0,03484;0,01184;-0,750101;8.698,69;-60;-60
0,03486;0,01136;-0,745455;8.703,69;-60;-60
0,03488;0,011;-0,740606;8.708,68;-60;-60
0,0349;0,01;-0,734141;8.713,67;-60;-60
0,03492;0,00904;-0,735556;8.718,67;-60;-60
0,03494;0,00868;-0,733737;8.723,66;-60;-60
0,03496;0,00824;-0,726465;8.728,65;-60;-60
0,03498;0,008;-0,722626;8.733,65;-60;-60
0,035;0,00776;-0,721414;8.738,64;-60;-60
0,03502;0,00736;-0,719798;8.743,63;-60;-60
0,03504;0,00672;-0,713535;8.748,63;-60;-60
0,03506;0,00616;-0,704646;8.753,62;-60;-60
0,03508;0,00584;-0,706667;8.758,61;-60;-60
0,0351;0,0048;-0,705657;8.763,61;-60;-60
0,03512;0,0046;-0,698182;8.768,6;-60;-60
0,03514;0,00428;-0,693939;8.773,59;-60;-60
0,03516;0,00416;-0,696162;8.778,59;-60;-60
0,03518;0,00392;-0,692727;8.783,58;-60;-60
0,0352;0,00376;-0,687071;8.788,57;-60;-60
0,03522;0,00376;-0,683838;8.793,57;-60;-60
0,03524;0,00336;-0,680404;8.798,56;-60;-60
0,03526;0,00312;-0,673333;8.803,56;-60;-60
0,03528;0,00288;-0,672525;8.808,55;-60;-60
0,0353;0,0026;-0,671313;8.813,54;-60;-60
0,03532;0,00204;-0,666263;8.818,54;-60;-60
0,03534;0,00148;-0,66303;8.823,53;-60;-60
0,03536;0,00104;-0,657778;8.828,52;-60;-60
0,03538;0,00084;-0,655556;8.833,52;-60;-60
0,0354;0,0004;-0,649495;8.838,51;-60;-60
0,03542;0,00032;-0,645455;8.843,5;-60;-60
0,03544;0,00016;-0,640808;8.848,5;-60;-60
0,03546;4e-05;-0,631313;8.853,49;-60;-60
0,03548;8e-05;-0,627475;8.858,48;-60;-60
0,0355;0;-0,625657;8.863,48;-60;-60
0,03552;0;-0,624444;8.868,47;-60;-60
0,03554;0;-0,618182;8.873,46;-60;-60
0,03556;0;-0,610909;8.878,46;-60;-60
0,03558;0;-0,607677;8.883,45;-60;-60
0,0356;0;-0,604242;8.888,45;-60;-60
0,03562;-8e-05;-0,599798;8.893,44;-60;-60
0,03564;-4e-05;-0,593939;8.898,43;-60;-60
0,03566;-4e-05;-0,588485;8.903,43;-60;-60
0,03568;-8e-05;-0,587071;8.908,42;-60;-60
0,0357;-0,00028;-0,584242;8.913,41;-60;-60
0,03572;-0,00024;-0,58303;8.918,41;-60;-60
0,03574;-0,00028;-0,575152;8.923,4;-60;-60
0,03576;-0,00044;-0,570101;8.928,39;-60;-60
0,03578;-0,00064;-0,565051;8.933,39;-60;-60
0,0358;-0,00096;-0,560606;8.938,38;-60;-60
0,03582;-0,00112;-0,552323;8.943,37;-60;-60
0,03584;-0,00048;-0,546667;8.948,37;-60;-60
0,03586;-0,00088;-0,545455;8.953,36;-60;-60
0,03588;-0,00168;-0,542626;8.958,35;-60;-60
0,0359;-0,00196;-0,535556;8.963,35;-60;-60
0,03592;-0,00188;-0,528081;8.968,34;-60;-60
0,03594;-0,0024;-0,525253;8.973,33;-60;-60
0,03596;-0,00248;-0,52404;8.978,33;-60;-60
0,03598;-0,00252;-0,522222;8.983,32;-60;-60
0,036;-0,00292;-0,512323;8.988,32;-60;-60
0,03602;-0,0028;-0,506263;8.993,31;-60;-60
0,03604;-0,00292;-0,505455;8.998,3;-60;-60
0,03606;-0,00308;-0,505051;9.003,3;-60;-60
0,03608;-0,00328;-0,504848;9.008,29;-60;-60
0,0361;-0,00312;-0,50202;9.013,28;-60;-60
0,03612;-0,00308;-0,491111;9.018,28;-60;-60
0,03614;-0,00276;-0,486869;9.023,27;-60;-60
0,03616;-0,003;-0,484444;9.028,26;-60;-60
0,03618;-0,00336;-0,483434;9.033,26;-60;-60
0,0362;-0,00352;-0,475556;9.038,25;-60;-60
0,03622;-0,00328;-0,469293;9.043,24;-60;-60
0,03624;-0,00344;-0,465253;9.048,24;-60;-60
0,03626;-0,00344;-0,464646;9.053,23;-60;-60
0,03628;-0,00364;-0,461414;9.058,22;-60;-60
0,0363;-0,00364;-0,453737;9.063,22;-60;-60
0,03632;-0,00368;-0,446061;9.068,21;-60;-60
0,03634;-0,0038;-0,444646;9.073,2;-60;-60
0,03636;-0,00356;-0,442424;9.078,2;-60;-60
0,03638;-0,00376;-0,437576;9.083,19;-60;-60
0,0364;-0,004;-0,429293;9.088,19;-60;-60
0,03642;-0,00388;-0,425253;9.093,18;-60;-60
0,03644;-0,00392;-0,42404;9.098,17;-60;-60
0,03646;-0,00396;-0,420606;9.103,17;-60;-60
0,03648;-0,00392;-0,413535;9.108,16;-60;-60
0,0365;-0,00388;-0,405455;9.113,15;-60;-60
0,03652;-0,00392;-0,402828;9.118,15;-60;-60
0,03654;-0,00392;-0,398788;9.123,14;-60;-60
0,03656;-0,00388;-0,391111;9.128,13;-60;-60
0,03658;-0,004;-0,385051;9.133,13;-60;-60
0,0366;-0,004;-0,383636;9.138,12;-60;-60
0,03662;-0,004;-0,379192;9.143,11;-60;-60
0,03664;-0,004;-0,370505;9.148,11;-60;-60
0,03666;-0,00396;-0,36404;9.153,1;-60;-60
0,03668;-0,004;-0,36303;9.158,09;-60;-60
0,0367;-0,004;-0,358182;9.163,09;-60;-60
0,03672;-0,004;-0,348889;9.168,08;-60;-60
0,03674;-0,00404;-0,344242;9.173,08;-60;-60
0,03676;-0,004;-0,343232;9.178,07;-60;-60
0,03678;-0,004;-0,342222;9.183,06;-60;-60
0,0368;-0,00408;-0,335556;9.188,06;-60;-60
0,03682;-0,00408;-0,325253;9.193,05;-60;-60
0,03684;-0,00404;-0,32303;9.198,04;-60;-60
0,03686;-0,00412;-0,320202;9.203,04;-60;-60
0,03688;-0,00412;-0,307879;9.208,03;-60;-60
0,0369;-0,00416;-0,30404;9.213,02;-60;-60
0,03692;-0,00424;-0,30303;9.218,02;-60;-60
0,03694;-0,00432;-0,299798;9.223,01;-60;-60
0,03696;-0,00428;-0,290505;9.228;-60;-60
0,03698;-0,00452;-0,283838;9.233;-60;-60
0,037;-0,00444;-0,282626;9.237,99;-60;-60
0,03702;-0,00464;-0,27899;9.242,98;-60;-60
0,03704;-0,00448;-0,270505;9.247,98;-60;-60
0,03706;-0,00452;-0,265455;9.252,97;-60;-60
0,03708;-0,0048;-0,26303;9.257,96;-60;-60
0,0371;-0,00508;-0,26202;9.262,96;-60;-60
0,03712;-0,00508;-0,257576;9.267,95;-60;-60
0,03714;-0,0052;-0,249899;9.272,95;-60;-60
0,03716;-0,0054;-0,242828;9.277,94;-60;-60
0,03718;-0,0052;-0,235758;9.282,93;-60;-60
0,0372;-0,00552;-0,230909;9.287,93;-60;-60
0,03722;-0,0056;-0,224646;9.292,92;-60;-60
0,03724;-0,00556;-0,222222;9.297,91;-60;-60
0,03726;-0,0058;-0,218384;9.302,91;-60;-60
0,03728;-0,0054;-0,213131;9.307,9;-60;-60
0,0373;-0,00536;-0,205657;9.312,89;-60;-60
0,03732;-0,00588;-0,202222;9.317,89;-60;-60
0,03734;-0,00612;-0,201212;9.322,88;-60;-60
0,03736;-0,0062;-0,194949;9.327,87;-60;-60
0,03738;-0,00644;-0,187879;9.332,87;-60;-60
0,0374;-0,00664;-0,182626;9.337,86;-60;-60
0,03742;-0,0064;-0,181616;9.342,85;-60;-60
0,03744;-0,00624;-0,181818;9.347,85;-60;-60
0,03746;-0,0066;-0,179394;9.352,84;-60;-60
0,03748;-0,00676;-0,171313;9.357,83;-60;-60
0,0375;-0,007;-0,162828;9.362,83;-60;-60
0,03752;-0,00708;-0,161616;9.367,82;-60;-60
0,03754;-0,0068;-0,160202;9.372,82;-60;-60
0,03756;-0,00704;-0,151313;9.377,81;-60;-60
0,03758;-0,00732;-0,147475;9.382,8;-60;-60
0,0376;-0,00732;-0,14303;9.387,8;-60;-60
0,03762;-0,00732;-0,141212;9.392,79;-60;-60
0,03764;-0,0072;-0,138384;9.397,78;-60;-60
0,03766;-0,00752;-0,128485;9.402,78;-60;-60
0,03768;-0,00768;-0,123232;9.407,77;-60;-60
0,0377;-0,00732;-0,121212;9.412,76;-60;-60
0,03772;-0,00752;-0,12101;9.417,76;-60;-60
0,03774;-0,00728;-0,117576;9.422,75;-60;-60
0,03776;-0,00736;-0,113737;9.427,74;-60;-60
0,03778;-0,0072;-0,105859;9.432,74;-60;-60
0,0378;-0,00768;-0,101414;9.437,73;-60;-60
0,03782;-0,00772;-0,10101;9.442,72;-60;-60
0,03784;-0,00788;-0,100404;9.447,72;-60;-60
0,03786;-0,00752;-0,0923232;9.452,71;-60;-60
0,03788;-0,00768;-0,0890909;9.457,7;-60;-60
0,0379;-0,00752;-0,0874747;9.462,7;-60;-60
0,03792;-0,0078;-0,0824242;9.467,69;-60;-60
0,03794;-0,00772;-0,080404;9.472,69;-60;-60
0,03796;-0,0078;-0,0781818;9.477,68;-60;-60
0,03798;-0,00776;-0,0727273;9.482,67;-60;-60
0,038;-0,00792;-0,0682828;9.487,67;-60;-60
0,03802;-0,00788;-0,0622222;9.492,66;-60;-60
0,03804;-0,00764;-0,0610101;9.497,65;-60;-60
0,03806;-0,00776;-0,06;9.502,65;-60;-60
0,03808;-0,0078;-0,059798;9.507,64;-60;-60
0,0381;-0,00776;-0,0565657;9.512,63;-60;-60
0,03812;-0,0078;-0,0515152;9.517,63;-60;-60
0,03814;-0,00792;-0,0452525;9.522,62;-60;-60
0,03816;-0,00776;-0,0414141;9.527,61;-60;-60
0,03818;-0,00776;-0,040404;9.532,61;-60;-60
0,0382;-0,00776;-0,039798;9.537,6;-60;-60
0,03822;-0,00764;-0,0391919;9.542,59;-60;-60
0,03824;-0,00776;-0,0369697;9.547,59;-60;-60
0,03826;-0,00788;-0,0288889;9.552,58;-60;-60
0,03828;-0,00768;-0,0244444;9.557,58;-60;-60
0,0383;-0,00752;-0,020404;9.562,57;-60;-60
0,03832;-0,00776;-0,020202;9.567,56;-60;-60
0,03834;-0,00788;-0,020202;9.572,56;-60;-60
0,03836;-0,0078;-0,02;9.577,55;-60;-60
0,03838;-0,008;-0,019798;9.582,54;-60;-60
0,0384;-0,00772;-0,0157576;9.587,54;-60;-60
0,03842;-0,0076;-0,0123232;9.592,53;-60;-60
0,03844;-0,00756;-0,00787879;9.597,52;-60;-60
0,03846;-0,0074;-0,00424242;9.602,52;-60;-60
0,03848;-0,00764;-0,00121212;9.607,51;-60;-60
0,0385;-0,00756;-0,000606061;9.612,5;-60;-60
0,03852;-0,00748;0,00161616;9.617,5;-60;-60
0,03854;-0,00764;0,00363636;9.622,49;-60;-60
0,03856;-0,00776;0,00767677;9.627,48;-60;-60
0,03858;-0,0076;0,0115152;9.632,48;-60;-60
0,0386;-0,00772;0,0163636;9.637,47;-60;-60
0,03862;-0,00756;0,0157576;9.642,46;-60;-60
0,03864;-0,00772;0,0183838;9.647,46;-60;-60
0,03866;-0,00764;0,0212121;9.652,45;-60;-60
0,03868;-0,00756;0,0210101;9.657,45;-60;-60
0,0387;-0,00764;0,0244444;9.662,44;-60;-60
0,03872;-0,00756;0,0260606;9.667,43;-60;-60
0,03874;-0,00752;0,029697;9.672,43;-60;-60
0,03876;-0,00752;0,0335354;9.677,42;-60;-60
0,03878;-0,00736;0,0345455;9.682,41;-60;-60
0,0388;-0,0074;0,0385859;9.687,41;-60;-60
0,03882;-0,00752;0,0369697;9.692,4;-60;-60
0,03884;-0,00756;0,0410101;9.697,39;-60;-60
0,03886;-0,00764;0,0444444;9.702,39;-60;-60
0,03888;-0,00724;0,0460606;9.707,38;-60;-60
0,0389;-0,0074;0,0472727;9.712,37;-60;-60
0,03892;-0,0072;0,0517172;9.717,37;-60;-60
0,03894;-0,007;0,0539394;9.722,36;-60;-60
0,03896;-0,0072;0,0585859;9.727,35;-60;-60
0,03898;-0,00752;0,060404;9.732,35;-60;-60
0,039;-0,00712;0,0606061;9.737,34;-60;-60
0,03902;-0,00744;0,0610101;9.742,33;-60;-60
0,03904;-0,0074;0,0612121;9.747,33;-60;-60
0,03906;-0,00748;0,0626263;9.752,32;-60;-60
0,03908;-0,00732;0,0642424;9.757,32;-60;-60
0,0391;-0,0072;0,0678788;9.762,31;-60;-60
0,03912;-0,00716;0,0731313;9.767,3;-60;-60
0,03914;-0,00728;0,079596;9.772,3;-60;-60
0,03916;-0,00752;0,0812121;9.777,29;-60;-60
0,03918;-0,00748;0,0810101;9.782,28;-60;-60
0,0392;-0,00728;0,0830303;9.787,28;-60;-60
0,03922;-0,00732;0,0860606;9.792,27;-60;-60
0,03924;-0,00724;0,0905051;9.797,26;-60;-60
0,03926;-0,00736;0,0937374;9.802,26;-60;-60
0,03928;-0,00724;0,1;9.807,25;-60;-60
0,0393;-0,00724;0,10101;9.812,24;-60;-60
0,03932;-0,0074;0,100808;9.817,24;-60;-60
0,03934;-0,00748;0,102424;9.822,23;-60;-60
0,03936;-0,00772;0,107879;9.827,22;-60;-60
0,03938;-0,00776;0,11596;9.832,22;-60;-60
0,0394;-0,00784;0,118586;9.837,21;-60;-60
0,03942;-0,00772;0,121212;9.842,21;-60;-60
0,03944;-0,0078;0,121212;9.847,2;-60;-60
0,03946;-0,00788;0,122222;9.852,19;-60;-60
0,03948;-0,0078;0,125455;9.857,19;-60;-60
0,0395;-0,00788;0,130101;9.862,18;-60;-60
0,03952;-0,0078;0,137778;9.867,17;-60;-60
0,03954;-0,00804;0,14101;9.872,17;-60;-60
0,03956;-0,00808;0,14101;9.877,16;-60;-60
0,03958;-0,008;0,141616;9.882,15;-60;-60
0,0396;-0,00808;0,142828;9.887,15;-60;-60
0,03962;-0,00824;0,145253;9.892,14;-60;-60
0,03964;-0,00812;0,148485;9.897,13;-60;-60
0,03966;-0,00812;0,157778;9.902,13;-60;-60
0,03968;-0,00828;0,160808;9.907,12;-60;-60
0,0397;-0,00872;0,16303;9.912,11;-60;-60
0,03972;-0,00896;0,166465;9.917,11;-60;-60
0,03974;-0,0084;0,172121;9.922,1;-60;-60
0,03976;-0,00872;0,178384;9.927,09;-60;-60
0,03978;-0,0092;0,181212;9.932,09;-60;-60
0,0398;-0,00912;0,184848;9.937,08;-60;-60
0,03982;-0,01024;0,192121;9.942,08;-60;-60
0,03984;-0,01052;0,201212;9.947,07;-60;-60
0,03986;-0,0108;0,201616;9.952,06;-60;-60
0,03988;-0,01072;0,20202;9.957,06;-60;-60
0,0399;-0,01108;0,20404;9.962,05;-60;-60
0,03992;-0,01152;0,211717;9.967,04;-60;-60
0,03994;-0,01176;0,220808;9.972,04;-60;-60
0,03996;-0,0118;0,222222;9.977,03;-60;-60
0,03998;-0,012;0,222424;9.982,02;-60;-60
0,04;-0,01208;0,227071;9.987,02;-60;-60
0,04002;-0,01216;0,237172;9.992,01;-60;-60
0,04004;-0,01212;0,240606;9.997;-60;-60
0,04006;-0,01232;0,243232;10.002;-60;-60
0,04008;-0,0126;0,248081;10.007;-60;-60
0,0401;-0,01292;0,255152;10.012;-60;-60
0,04012;-0,01332;0,259798;10.017;-60;-60
0,04014;-0,01408;0,262828;10.022;-60;-60
0,04016;-0,01428;0,268081;10.027;-60;-60
0,04018;-0,01488;0,274747;10.032;-60;-60
0,0402;-0,01548;0,281212;10.037;-60;-60
0,04022;-0,01556;0,282626;10.041,9;-60;-60
0,04024;-0,01584;0,284242;10.046,9;-60;-60
0,04026;-0,01592;0,292323;10.051,9;-60;-60
0,04028;-0,016;0,300606;10.056,9;-60;-60
0,0403;-0,01596;0,302828;10.061,9;-60;-60
0,04032;-0,016;0,30303;10.066,9;-60;-60
0,04034;-0,016;0,304646;10.071,9;-60;-60
0,04036;-0,01624;0,311313;10.076,9;-60;-60
0,04038;-0,0164;0,319798;10.081,9;-60;-60
0,0404;-0,01672;0,323232;10.086,9;-60;-60
0,04042;-0,01772;0,324848;10.091,9;-60;-60
0,04044;-0,01776;0,332727;10.096,9;-60;-60
0,04046;-0,01872;0,34;10.101,9;-60;-60
0,04048;-0,01892;0,343434;10.106,9;-60;-60
0,0405;-0,01932;0,345253;10.111,9;-60;-60
0,04052;-0,0198;0,350707;10.116,8;-60;-60
0,04054;-0,02;0,362222;10.121,8;-60;-60
0,04056;-0,02004;0,363838;10.126,8;-60;-60
0,04058;-0,02008;0,365657;10.131,8;-60;-60
0,0406;-0,02068;0,375152;10.136,8;-60;-60
0,04062;-0,02092;0,382424;10.141,8;-60;-60
0,04064;-0,02224;0,383838;10.146,8;-60;-60
0,04066;-0,0228;0,384444;10.151,8;-60;-60
0,04068;-0,02316;0,390707;10.156,8;-60;-60
0,0407;-0,02388;0,399394;10.161,8;-60;-60
0,04072;-0,02384;0,403838;10.166,8;-60;-60
0,04074;-0,02396;0,406263;10.171,8;-60;-60
0,04076;-0,02428;0,413333;10.176,8;-60;-60
0,04078;-0,02464;0,420404;10.181,8;-60;-60
0,0408;-0,02532;0,42404;10.186,8;-60;-60
0,04082;-0,02668;0,424646;10.191,8;-60;-60
0,04084;-0,02736;0,430505;10.196,7;-60;-60
0,04086;-0,02788;0,439798;10.201,7;-60;-60
0,04088;-0,02788;0,44303;10.206,7;-60;-60
0,0409;-0,02804;0,445455;10.211,7;-60;-60
0,04092;-0,0284;0,450101;10.216,7;-60;-60
0,04094;-0,0288;0,45798;10.221,7;-60;-60
0,04096;-0,02944;0,464242;10.226,7;-60;-60
0,04098;-0,03028;0,464646;10.231,7;-60;-60
0,041;-0,03108;0,467071;10.236,7;-60;-60
0,04102;-0,03168;0,474141;10.241,7;-60;-60
0,04104;-0,03192;0,482626;10.246,7;-60;-60
0,04106;-0,03196;0,484848;10.251,7;-60;-60
0,04108;-0,03208;0,489697;10.256,7;-60;-60
0,0411;-0,03208;0,500202;10.261,7;-60;-60
0,04112;-0,03248;0,50303;10.266,7;-60;-60
0,04114;-0,03248;0,504848;10.271,6;-60;-60
0,04116;-0,0338;0,509293;10.276,6;-60;-60
0,04118;-0,03476;0,514949;10.281,6;-60;-60
0,0412;-0,03568;0,520606;10.286,6;-60;-60
0,04122;-0,03576;0,523434;10.291,6;-60;-60
0,04124;-0,03596;0,525253;10.296,6;-60;-60
0,04126;-0,036;0,526667;10.301,6;-60;-60
0,04128;-0,03608;0,530101;10.306,6;-60;-60
0,0413;-0,0366;0,54;10.311,6;-60;-60
0,04132;-0,0368;0,541818;10.316,6;-60;-60
0,04134;-0,03772;0,544242;10.321,6;-60;-60
0,04136;-0,03868;0,546465;10.326,6;-60;-60
0,04138;-0,03908;0,547677;10.331,6;-60;-60
0,0414;-0,03948;0,552929;10.336,6;-60;-60
0,04142;-0,03988;0,55899;10.341,6;-60;-60
0,04144;-0,04;0,559798;10.346,5;-60;-60
0,04146;-0,04012;0,565455;10.351,5;-60;-60
0,04148;-0,04052;0,571919;10.356,5;-60;-60
0,0415;-0,04152;0,576364;10.361,5;-60;-60
0,04152;-0,042;0,580606;10.366,5;-60;-60
0,04154;-0,04268;0,583434;10.371,5;-60;-60
0,04156;-0,04304;0,584444;10.376,5;-60;-60
0,04158;-0,0434;0,589293;10.381,5;-60;-60
0,0416;-0,04392;0,597172;10.386,5;-60;-60
0,04162;-0,04396;0,603232;10.391,5;-60;-60
0,04164;-0,044;0,604646;10.396,5;-60;-60
0,04166;-0,04408;0,607071;10.401,5;-60;-60
0,04168;-0,04412;0,610505;10.406,5;-60;-60
0,0417;-0,04468;0,615354;10.411,5;-60;-60
0,04172;-0,0448;0,619192;10.416,5;-60;-60
0,04174;-0,04532;0,625253;10.421,5;-60;-60
0,04176;-0,04564;0,625455;10.426,4;-60;-60
0,04178;-0,04592;0,626465;10.431,4;-60;-60
0,0418;-0,04644;0,629293;10.436,4;-60;-60
0,04182;-0,0468;0,634949;10.441,4;-60;-60
0,04184;-0,0472;0,641212;10.446,4;-60;-60
0,04186;-0,0472;0,646061;10.451,4;-60;-60
0,04188;-0,04776;0,647677;10.456,4;-60;-60
0,0419;-0,04784;0,653939;10.461,4;-60;-60
0,04192;-0,04772;0,655354;10.466,4;-60;-60
0,04194;-0,0478;0,660808;10.471,4;-60;-60
0,04196;-0,04788;0,663838;10.476,4;-60;-60
0,04198;-0,04784;0,666465;10.481,4;-60;-60
0,042;-0,04796;0,667677;10.486,4;-60;-60
0,04202;-0,04788;0,672727;10.491,4;-60;-60
0,04204;-0,048;0,679192;10.496,4;-60;-60
0,04206;-0,04796;0,683636;10.501,3;-60;-60
0,04208;-0,048;0,684848;10.506,3;-60;-60
0,0421;-0,04804;0,686869;10.511,3;-60;-60
0,04212;-0,048;0,690101;10.516,3;-60;-60
0,04214;-0,048;0,694141;10.521,3;-60;-60
0,04216;-0,048;0,700404;10.526,3;-60;-60
0,04218;-0,048;0,704444;10.531,3;-60;-60
0,0422;-0,048;0,707071;10.536,3;-60;-60
0,04222;-0,048;0,706869;10.541,3;-60;-60
0,04224;-0,04804;0,707273;10.546,3;-60;-60
0,04226;-0,04804;0,709495;10.551,3;-60;-60
0,04228;-0,04804;0,714343;10.556,3;-60;-60
0,0423;-0,048;0,718586;10.561,3;-60;-60
0,04232;-0,04796;0,725455;10.566,3;-60;-60
0,04234;-0,04792;0,728485;10.571,3;-60;-60
0,04236;-0,048;0,732727;10.576,3;-60;-60
0,04238;-0,048;0,735758;10.581,2;-60;-60
0,0424;-0,048;0,743232;10.586,2;-60;-60
0,04242;-0,04792;0,747273;10.591,2;-60;-60
0,04244;-0,04796;0,747677;10.596,2;-60;-60
0,04246;-0,04788;0,750707;10.601,2;-60;-60
0,04248;-0,04792;0,752525;10.606,2;-60;-60
0,0425;-0,04788;0,756364;10.611,2;-60;-60
0,04252;-0,04792;0,759798;10.616,2;-60;-60
0,04254;-0,04768;0,76404;10.621,2;-60;-60
0,04256;-0,04788;0,767677;10.626,2;-60;-60
0,04258;-0,04772;0,768485;10.631,2;-60;-60
0,0426;-0,0476;0,769697;10.636,2;-60;-60
0,04262;-0,04772;0,774949;10.641,2;-60;-60
0,04264;-0,0476;0,77798;10.646,2;-60;-60
0,04266;-0,04732;0,78;10.651,2;-60;-60
0,04268;-0,0472;0,785253;10.656,1;-60;-60
0,0427;-0,0468;0,787071;10.661,1;-60;-60
0,04272;-0,0468;0,787677;10.666,1;-60;-60
0,04274;-0,04632;0,788485;10.671,1;-60;-60
0,04276;-0,0464;0,790505;10.676,1;-60;-60
0,04278;-0,0456;0,791919;10.681,1;-60;-60
0,0428;-0,04552;0,796566;10.686,1;-60;-60
0,04282;-0,045;0,798384;10.691,1;-60;-60
0,04284;-0,04488;0,800808;10.696,1;-60;-60
0,04286;-0,04452;0,800606;10.701,1;-60;-60
0,04288;-0,04464;0,805859;10.706,1;-60;-60
0,0429;-0,0442;0,809091;10.711,1;-60;-60
0,04292;-0,04428;0,807879;10.716,1;-60;-60
0,04294;-0,04424;0,810303;10.721,1;-60;-60
0,04296;-0,04416;0,811919;10.726,1;-60;-60
0,04298;-0,044;0,812929;10.731;-60;-60
0,043;-0,044;0,815556;10.736;-60;-60
0,04302;-0,04372;0,819192;10.741;-60;-60
0,04304;-0,04392;0,819596;10.746;-60;-60
0,04306;-0,0438;0,82;10.751;-60;-60
0,04308;-0,04372;0,82303;10.756;-60;-60
0,0431;-0,04328;0,823434;10.761;-60;-60
0,04312;-0,0432;0,823434;10.766;-60;-60
0,04314;-0,042;0,823232;10.771;-60;-60
0,04316;-0,04208;0,824646;10.776;-60;-60
0,04318;-0,04136;0,825253;10.781;-60;-60
0,0432;-0,04076;0,826061;10.786;-60;-60
0,04322;-0,04052;0,827273;10.791;-60;-60
0,04324;-0,04004;0,827273;10.796;-60;-60
0,04326;-0,04004;0,827677;10.801;-60;-60
0,04328;-0,03992;0,827071;10.806;-60;-60
0,0433;-0,03964;0,828485;10.810,9;-60;-60
0,04332;-0,03932;0,828687;10.815,9;-60;-60
0,04334;-0,03884;0,828889;10.820,9;-60;-60
0,04336;-0,03776;0,831515;10.825,9;-60;-60
0,04338;-0,03744;0,830707;10.830,9;-60;-60
0,0434;-0,03636;0,830707;10.835,9;-60;-60
0,04342;-0,03628;0,832727;10.840,9;-60;-60
0,04344;-0,03604;0,833535;10.845,9;-60;-60
0,04346;-0,036;0,833333;10.850,9;-60;-60
0,04348;-0,03592;0,835354;10.855,9;-60;-60
0,0435;-0,03568;0,833535;10.860,9;-60;-60
0,04352;-0,03568;0,834545;10.865,9;-60;-60
